citekey,doi,pmid,authors,year,journal,title,added
jia2023SustainableFunctionalUrethral,10.1111/bju.15956,36545839,Jia Z; Chen Z; Chang Y et al.,2023,BJU International,Sustainable functional urethral reconstruction improves early urinary continence after robot‐assisted radical prostatect,2026-06-30
